medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED01186,Furosemide,Furosemide-ZYD,Diuretic,Eye Drops,N/A,Fluid retention and heart failure,Zydus Cadila,2347.23,True
MED01187,Hydrochlorothiazide,Hydrochlorothiazide DS-MAN,Diuretic,Tablet,650,High blood pressure,Mankind Pharma,2306.55,True
MED01188,Spironolactone,Spironolactone-TOR,Diuretic,Ointment,N/A,Heart failure and fluid retention,Torrent Pharma,2399.2,True
MED01189,Diclofenac,Diclofenac-ALK,NSAID,Cream,N/A,Pain and inflammation,Alkem Labs,819.42,False
MED01190,Tramadol,Tramadol XR-GLE,Opioid Analgesic,Injection,10,Moderate to severe pain,Glenmark,350.17,True
MED01191,Morphine,Morphine-SUN,Opioid Analgesic,Injection,125,Severe pain,Sun Pharma,1084.3,True
MED01192,Methotrexate,Methotrexate XR-CIP,Antimetabolite/DMARD,Capsule,10,Rheumatoid arthritis and cancer,Cipla,1760.16,True
MED01193,Hydroxychloroquine,Hydroxychloroquine DS-DR.,Antimalarial/DMARD,Eye Drops,N/A,Lupus and rheumatoid arthritis,Dr. Reddy's,672.06,False
MED01194,Allopurinol,Allopurinol-LUP,Antigout,Powder,1000,Gout management,Lupin,1385.06,True
MED01195,Calcium Carbonate,Calcium-Forte-AUR,Mineral Supplement,Powder,50,Calcium deficiency,Aurobindo Pharma,373.2,True
MED01196,Ferrous Sulfate,Ferrous-Plus-ZYD,Iron Supplement,Ointment,N/A,Iron deficiency anemia,Zydus Cadila,1931.82,False
MED01197,Folic Acid,Folic-Forte-MAN,Vitamin Supplement,Capsule,5,Anemia and pregnancy,Mankind Pharma,71.98,True
MED01198,Vitamin D3,Vitamin-Plus-TOR,Vitamin Supplement,Powder,500,Vitamin D deficiency,Torrent Pharma,971.23,False
MED01199,Vitamin B12,Vitamin-ALK,Vitamin Supplement,Ointment,N/A,B12 deficiency,Alkem Labs,121.25,True
MED01200,Multivitamin,Multivitamin DS-GLE,Vitamin Supplement,Syrup,650,General nutritional support,Glenmark,1355.33,True
MED01201,Clotrimazole,Clotrimazole DS-SUN,Antifungal (Topical),Syrup,10,Skin fungal infections,Sun Pharma,1496.88,True
MED01202,Hydrocortisone Cream,Hydrocortisone-CIP,Corticosteroid (Topical),Powder,100,Skin inflammation,Cipla,662.85,True
MED01203,Benzoyl Peroxide,Benzoyl-Plus-DR.,Topical Antiacne,Tablet,25,Acne treatment,Dr. Reddy's,2010.41,True
MED01204,Salicylic Acid,Salicylic XR-LUP,Keratolytic,Syrup,25,Acne and skin conditions,Lupin,1914.53,True
MED01205,Latanoprost,Latanoprost-Forte-AUR,Antiglaucoma,Eye Drops,N/A,Glaucoma,Aurobindo Pharma,2255.09,True
MED01206,Timolol Eye Drops,Timolol-ZYD,Antiglaucoma,Injection,50,Glaucoma,Zydus Cadila,78.4,True
MED01207,Artificial Tears,Artificial-Plus-MAN,Ocular Lubricant,Eye Drops,N/A,Dry eyes,Mankind Pharma,284.76,False
MED01208,Chlorpheniramine,Chlorpheniramine DS-TOR,Antihistamine,Syrup,250,Allergy and cold symptoms,Torrent Pharma,612.1,True
MED01209,Dextromethorphan,Dextromethorphan-Plus-ALK,Antitussive,Capsule,5,Cough suppression,Alkem Labs,1762.47,False
MED01210,Guaifenesin,Guaifenesin-GLE,Expectorant,Syrup,25,Chest congestion,Glenmark,529.6,True
MED01211,Pantoprazole,Pantoprazole XR-SUN,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux and ulcers,Sun Pharma,1678.09,True
MED01212,Rabeprazole,Rabeprazole-Plus-CIP,Proton Pump Inhibitor,Inhaler,N/A,Acid reflux,Cipla,2019.4,False
MED01213,Simvastatin,Simvastatin DS-DR.,Statin,Cream,N/A,Cholesterol management,Dr. Reddy's,1157.68,True
MED01214,Rosuvastatin,Rosuvastatin DS-LUP,Statin,Syrup,25,Cholesterol management,Lupin,489.46,True
MED01215,Enalapril,Enalapril DS-AUR,Antihypertensive (ACE Inhibitor),Cream,N/A,High blood pressure,Aurobindo Pharma,1196.97,True
MED01216,Ramipril,Ramipril-Forte-ZYD,Antihypertensive (ACE Inhibitor),Tablet,125,High blood pressure and heart failure,Zydus Cadila,29.89,True
MED01217,Digoxin,Digoxin-Forte-MAN,Cardiac Glycoside,Injection,25,Heart failure and arrhythmia,Mankind Pharma,1326.49,False
MED01218,Amiodarone,Amiodarone-TOR,Antiarrhythmic,Inhaler,N/A,Irregular heartbeat,Torrent Pharma,1032.99,True
MED01219,Heparin,Heparin-Forte-ALK,Anticoagulant,Inhaler,N/A,Blood clot prevention (acute),Alkem Labs,1917.73,False
MED01220,Insulin Regular,Insulin DS-GLE,Antidiabetic (Insulin),Eye Drops,N/A,Diabetes mellitus,Glenmark,1401.92,True
MED01221,Glimepiride,Glimepiride-Forte-SUN,Antidiabetic (Sulfonylurea),Ointment,N/A,Type 2 diabetes,Sun Pharma,1901.96,True
MED01222,Pioglitazone,Pioglitazone-Forte-CIP,Antidiabetic (Thiazolidinedione),Cream,N/A,Type 2 diabetes,Cipla,368.3,False
MED01223,Montelukast,Montelukast-Forte-DR.,Leukotriene Antagonist,Powder,500,Asthma and allergies,Dr. Reddy's,1554.42,True
MED01224,Budesonide Inhaler,Budesonide XR-LUP,Corticosteroid (Inhaled),Tablet,1000,Asthma and COPD,Lupin,2373.65,True
MED01225,Ipratropium Bromide,Ipratropium DS-AUR,Bronchodilator (Anticholinergic),Syrup,250,COPD,Aurobindo Pharma,752.1,True
MED01226,Isoniazid,Isoniazid-Plus-ZYD,Antitubercular,Tablet,10,Tuberculosis,Zydus Cadila,740.69,True
MED01227,Rifampicin,Rifampicin-MAN,Antitubercular,Capsule,25,Tuberculosis,Mankind Pharma,887.38,True
MED01228,Ethambutol,Ethambutol DS-TOR,Antitubercular,Powder,500,Tuberculosis,Torrent Pharma,401.66,True
MED01229,Pyrazinamide,Pyrazinamide-ALK,Antitubercular,Powder,25,Tuberculosis,Alkem Labs,1175.13,True
MED01230,Zidovudine,Zidovudine XR-GLE,Antiretroviral,Powder,100,HIV management,Glenmark,934.4,False
MED01231,Tenofovir,Tenofovir-SUN,Antiretroviral,Powder,25,HIV and Hepatitis B,Sun Pharma,989.58,True
MED01232,Lamivudine,Lamivudine DS-CIP,Antiretroviral,Injection,10,HIV management,Cipla,2136.62,True
MED01233,Paracetamol,Paracetamol-DR.,Analgesic/Antipyretic,Capsule,125,Fever and pain relief,Dr. Reddy's,1170.76,False
MED01234,Ibuprofen,Ibuprofen-Forte-LUP,NSAID,Injection,50,Pain and inflammation relief,Lupin,40.65,False
MED01235,Aspirin,Aspirin XR-AUR,NSAID/Antiplatelet,Ointment,N/A,Pain relief and blood thinning,Aurobindo Pharma,1616.89,True
MED01236,Amoxicillin,Amoxicillin XR-ZYD,Antibiotic (Penicillin),Capsule,1000,Bacterial infections,Zydus Cadila,1495.98,True
MED01237,Azithromycin,Azithromycin-Plus-MAN,Antibiotic (Macrolide),Inhaler,N/A,Respiratory and skin infections,Mankind Pharma,625.28,True
MED01238,Ciprofloxacin,Ciprofloxacin-Forte-TOR,Antibiotic (Fluoroquinolone),Eye Drops,N/A,Urinary and GI infections,Torrent Pharma,152.4,True
MED01239,Metformin,Metformin-Plus-ALK,Antidiabetic (Biguanide),Injection,10,Type 2 diabetes management,Alkem Labs,2023.12,False
MED01240,Insulin Glargine,Insulin-Forte-GLE,Antidiabetic (Insulin),Powder,5,Diabetes mellitus,Glenmark,15.9,True
MED01241,Amlodipine,Amlodipine DS-SUN,Antihypertensive (CCB),Eye Drops,N/A,High blood pressure,Sun Pharma,1162.45,True
MED01242,Losartan,Losartan-CIP,Antihypertensive (ARB),Syrup,650,High blood pressure,Cipla,737.47,False
MED01243,Atenolol,Atenolol XR-DR.,Antihypertensive (Beta-blocker),Inhaler,N/A,High blood pressure and arrhythmia,Dr. Reddy's,197.89,True
MED01244,Atorvastatin,Atorvastatin DS-LUP,Statin,Capsule,10,Cholesterol management,Lupin,582.28,True
MED01245,Omeprazole,Omeprazole-AUR,Proton Pump Inhibitor,Inhaler,N/A,Acid reflux and ulcers,Aurobindo Pharma,2077.63,True
MED01246,Ranitidine,Ranitidine-Forte-ZYD,H2 Blocker,Inhaler,N/A,Acid reflux,Zydus Cadila,1691.49,True
MED01247,Cetirizine,Cetirizine DS-MAN,Antihistamine,Tablet,125,Allergy relief,Mankind Pharma,22.94,True
MED01248,Loratadine,Loratadine-Forte-TOR,Antihistamine,Ointment,N/A,Allergy relief,Torrent Pharma,504.76,True
MED01249,Salbutamol,Salbutamol DS-ALK,Bronchodilator,Eye Drops,N/A,Asthma and COPD,Alkem Labs,780.2,True
MED01250,Levothyroxine,Levothyroxine-Plus-GLE,Thyroid Hormone,Tablet,25,Hypothyroidism,Glenmark,721.52,False
MED01251,Carbimazole,Carbimazole-SUN,Antithyroid,Cream,N/A,Hyperthyroidism,Sun Pharma,1703.66,True
MED01252,Prednisolone,Prednisolone-Plus-CIP,Corticosteroid,Cream,N/A,Inflammation and autoimmune conditions,Cipla,1977.62,True
MED01253,Metronidazole,Metronidazole-DR.,Antibiotic/Antiprotozoal,Tablet,25,Anaerobic and parasitic infections,Dr. Reddy's,755.44,True
MED01254,Doxycycline,Doxycycline-Forte-LUP,Antibiotic (Tetracycline),Powder,125,Bacterial infections,Lupin,2122.03,True
MED01255,Fluconazole,Fluconazole DS-AUR,Antifungal,Eye Drops,N/A,Fungal infections,Aurobindo Pharma,1770.89,True
MED01256,Acyclovir,Acyclovir-ZYD,Antiviral,Syrup,50,Herpes virus infections,Zydus Cadila,197.54,True
MED01257,Oseltamivir,Oseltamivir XR-MAN,Antiviral,Tablet,125,Influenza,Mankind Pharma,383.0,True
MED01258,Artemether-Lumefantrine,Artemether-Lumefantrine-TOR,Antimalarial,Cream,N/A,Malaria treatment,Torrent Pharma,1264.91,True
MED01259,Chloroquine,Chloroquine-Plus-ALK,Antimalarial,Capsule,100,Malaria prevention and treatment,Alkem Labs,415.21,True
MED01260,Ondansetron,Ondansetron-GLE,Antiemetic,Powder,250,Nausea and vomiting,Glenmark,795.04,True
MED01261,Domperidone,Domperidone XR-SUN,Antiemetic/Prokinetic,Powder,25,Nausea and GI motility,Sun Pharma,1913.38,True
MED01262,Loperamide,Loperamide XR-CIP,Antidiarrheal,Cream,N/A,Diarrhea,Cipla,1342.71,True
MED01263,Oral Rehydration Salts,Oral-DR.,Electrolyte Replacement,Inhaler,N/A,Dehydration,Dr. Reddy's,618.0,True
MED01264,Diazepam,Diazepam-LUP,Benzodiazepine,Syrup,500,Anxiety and seizures,Lupin,395.83,True
MED01265,Sertraline,Sertraline XR-AUR,SSRI Antidepressant,Eye Drops,N/A,Depression and anxiety,Aurobindo Pharma,1733.1,True
MED01266,Fluoxetine,Fluoxetine-Forte-ZYD,SSRI Antidepressant,Ointment,N/A,Depression,Zydus Cadila,1412.67,True
MED01267,Escitalopram,Escitalopram-Forte-MAN,SSRI Antidepressant,Injection,125,Anxiety and depression,Mankind Pharma,40.21,True
MED01268,Risperidone,Risperidone-TOR,Antipsychotic,Capsule,500,Schizophrenia and bipolar disorder,Torrent Pharma,1531.21,True
MED01269,Sodium Valproate,Sodium DS-ALK,Anticonvulsant,Syrup,5,Epilepsy and bipolar disorder,Alkem Labs,2320.18,True
MED01270,Levetiracetam,Levetiracetam DS-GLE,Anticonvulsant,Cream,N/A,Epilepsy,Glenmark,363.23,False
MED01271,Gabapentin,Gabapentin XR-SUN,Anticonvulsant/Analgesic,Capsule,1000,Nerve pain and seizures,Sun Pharma,102.43,True
MED01272,Warfarin,Warfarin-Plus-CIP,Anticoagulant,Injection,500,Blood clot prevention,Cipla,1965.62,True
MED01273,Clopidogrel,Clopidogrel-Plus-DR.,Antiplatelet,Cream,N/A,Stroke and heart attack prevention,Dr. Reddy's,1532.29,True
MED01274,Furosemide,Furosemide-Plus-LUP,Diuretic,Tablet,25,Fluid retention and heart failure,Lupin,1494.54,True
MED01275,Hydrochlorothiazide,Hydrochlorothiazide-Plus-AUR,Diuretic,Powder,250,High blood pressure,Aurobindo Pharma,247.19,True
MED01276,Spironolactone,Spironolactone-Plus-ZYD,Diuretic,Injection,125,Heart failure and fluid retention,Zydus Cadila,33.33,False
MED01277,Diclofenac,Diclofenac-Forte-MAN,NSAID,Inhaler,N/A,Pain and inflammation,Mankind Pharma,2376.88,True
MED01278,Tramadol,Tramadol-Plus-TOR,Opioid Analgesic,Eye Drops,N/A,Moderate to severe pain,Torrent Pharma,482.79,True
MED01279,Morphine,Morphine-ALK,Opioid Analgesic,Powder,1000,Severe pain,Alkem Labs,984.04,False
MED01280,Methotrexate,Methotrexate XR-GLE,Antimetabolite/DMARD,Inhaler,N/A,Rheumatoid arthritis and cancer,Glenmark,1524.55,True
MED01281,Hydroxychloroquine,Hydroxychloroquine-SUN,Antimalarial/DMARD,Powder,25,Lupus and rheumatoid arthritis,Sun Pharma,500.4,True
MED01282,Allopurinol,Allopurinol-CIP,Antigout,Ointment,N/A,Gout management,Cipla,2227.6,True
MED01283,Calcium Carbonate,Calcium-Plus-DR.,Mineral Supplement,Powder,650,Calcium deficiency,Dr. Reddy's,1237.18,False
MED01284,Ferrous Sulfate,Ferrous DS-LUP,Iron Supplement,Tablet,50,Iron deficiency anemia,Lupin,2318.95,True
MED01285,Folic Acid,Folic XR-AUR,Vitamin Supplement,Tablet,50,Anemia and pregnancy,Aurobindo Pharma,1799.36,True
MED01286,Vitamin D3,Vitamin-ZYD,Vitamin Supplement,Inhaler,N/A,Vitamin D deficiency,Zydus Cadila,2004.39,True
MED01287,Vitamin B12,Vitamin XR-MAN,Vitamin Supplement,Powder,650,B12 deficiency,Mankind Pharma,728.5,True
MED01288,Multivitamin,Multivitamin XR-TOR,Vitamin Supplement,Syrup,25,General nutritional support,Torrent Pharma,1107.55,False
MED01289,Clotrimazole,Clotrimazole-ALK,Antifungal (Topical),Inhaler,N/A,Skin fungal infections,Alkem Labs,1395.43,True
MED01290,Hydrocortisone Cream,Hydrocortisone-GLE,Corticosteroid (Topical),Powder,10,Skin inflammation,Glenmark,734.2,True
MED01291,Benzoyl Peroxide,Benzoyl-SUN,Topical Antiacne,Injection,250,Acne treatment,Sun Pharma,1415.17,True
MED01292,Salicylic Acid,Salicylic DS-CIP,Keratolytic,Injection,250,Acne and skin conditions,Cipla,2040.65,True
MED01293,Latanoprost,Latanoprost DS-DR.,Antiglaucoma,Ointment,N/A,Glaucoma,Dr. Reddy's,1981.11,True
MED01294,Timolol Eye Drops,Timolol-LUP,Antiglaucoma,Injection,10,Glaucoma,Lupin,2008.09,True
MED01295,Artificial Tears,Artificial DS-AUR,Ocular Lubricant,Inhaler,N/A,Dry eyes,Aurobindo Pharma,188.86,True
MED01296,Chlorpheniramine,Chlorpheniramine-Forte-ZYD,Antihistamine,Ointment,N/A,Allergy and cold symptoms,Zydus Cadila,813.44,False
MED01297,Dextromethorphan,Dextromethorphan DS-MAN,Antitussive,Tablet,650,Cough suppression,Mankind Pharma,1088.8,True
MED01298,Guaifenesin,Guaifenesin-Plus-TOR,Expectorant,Inhaler,N/A,Chest congestion,Torrent Pharma,1320.9,True
MED01299,Pantoprazole,Pantoprazole DS-ALK,Proton Pump Inhibitor,Ointment,N/A,Acid reflux and ulcers,Alkem Labs,1322.87,False
MED01300,Rabeprazole,Rabeprazole-GLE,Proton Pump Inhibitor,Capsule,10,Acid reflux,Glenmark,2100.82,True
MED01301,Simvastatin,Simvastatin XR-SUN,Statin,Injection,5,Cholesterol management,Sun Pharma,229.82,False
MED01302,Rosuvastatin,Rosuvastatin-Forte-CIP,Statin,Syrup,125,Cholesterol management,Cipla,2186.76,True
MED01303,Enalapril,Enalapril-Forte-DR.,Antihypertensive (ACE Inhibitor),Syrup,5,High blood pressure,Dr. Reddy's,1316.11,False
MED01304,Ramipril,Ramipril XR-LUP,Antihypertensive (ACE Inhibitor),Ointment,N/A,High blood pressure and heart failure,Lupin,1826.72,True
MED01305,Digoxin,Digoxin-Forte-AUR,Cardiac Glycoside,Inhaler,N/A,Heart failure and arrhythmia,Aurobindo Pharma,1048.98,True
MED01306,Amiodarone,Amiodarone-Plus-ZYD,Antiarrhythmic,Injection,25,Irregular heartbeat,Zydus Cadila,1597.36,True
MED01307,Heparin,Heparin-Forte-MAN,Anticoagulant,Tablet,250,Blood clot prevention (acute),Mankind Pharma,2262.18,True
MED01308,Insulin Regular,Insulin-TOR,Antidiabetic (Insulin),Capsule,25,Diabetes mellitus,Torrent Pharma,1041.3,False
MED01309,Glimepiride,Glimepiride DS-ALK,Antidiabetic (Sulfonylurea),Eye Drops,N/A,Type 2 diabetes,Alkem Labs,161.36,False
MED01310,Pioglitazone,Pioglitazone DS-GLE,Antidiabetic (Thiazolidinedione),Cream,N/A,Type 2 diabetes,Glenmark,611.15,True
MED01311,Montelukast,Montelukast DS-SUN,Leukotriene Antagonist,Injection,1000,Asthma and allergies,Sun Pharma,1276.51,True
MED01312,Budesonide Inhaler,Budesonide DS-CIP,Corticosteroid (Inhaled),Cream,N/A,Asthma and COPD,Cipla,1235.52,True
MED01313,Ipratropium Bromide,Ipratropium-Forte-DR.,Bronchodilator (Anticholinergic),Capsule,1000,COPD,Dr. Reddy's,1506.37,True
MED01314,Isoniazid,Isoniazid XR-LUP,Antitubercular,Tablet,10,Tuberculosis,Lupin,1727.38,False
MED01315,Rifampicin,Rifampicin XR-AUR,Antitubercular,Cream,N/A,Tuberculosis,Aurobindo Pharma,988.15,True
MED01316,Ethambutol,Ethambutol-Plus-ZYD,Antitubercular,Inhaler,N/A,Tuberculosis,Zydus Cadila,1069.83,True
MED01317,Pyrazinamide,Pyrazinamide XR-MAN,Antitubercular,Syrup,650,Tuberculosis,Mankind Pharma,588.68,True
MED01318,Zidovudine,Zidovudine XR-TOR,Antiretroviral,Capsule,50,HIV management,Torrent Pharma,1307.72,True
MED01319,Tenofovir,Tenofovir XR-ALK,Antiretroviral,Eye Drops,N/A,HIV and Hepatitis B,Alkem Labs,988.98,True
MED01320,Lamivudine,Lamivudine XR-GLE,Antiretroviral,Tablet,5,HIV management,Glenmark,1455.61,True
MED01321,Paracetamol,Paracetamol-SUN,Analgesic/Antipyretic,Inhaler,N/A,Fever and pain relief,Sun Pharma,544.78,False
MED01322,Ibuprofen,Ibuprofen XR-CIP,NSAID,Eye Drops,N/A,Pain and inflammation relief,Cipla,1299.94,False
MED01323,Aspirin,Aspirin XR-DR.,NSAID/Antiplatelet,Capsule,250,Pain relief and blood thinning,Dr. Reddy's,1391.52,False
MED01324,Amoxicillin,Amoxicillin-Forte-LUP,Antibiotic (Penicillin),Ointment,N/A,Bacterial infections,Lupin,900.29,True
MED01325,Azithromycin,Azithromycin-AUR,Antibiotic (Macrolide),Injection,5,Respiratory and skin infections,Aurobindo Pharma,1990.1,True
MED01326,Ciprofloxacin,Ciprofloxacin-Forte-ZYD,Antibiotic (Fluoroquinolone),Syrup,1000,Urinary and GI infections,Zydus Cadila,2496.3,True
MED01327,Metformin,Metformin DS-MAN,Antidiabetic (Biguanide),Cream,N/A,Type 2 diabetes management,Mankind Pharma,104.25,True
MED01328,Insulin Glargine,Insulin-Plus-TOR,Antidiabetic (Insulin),Cream,N/A,Diabetes mellitus,Torrent Pharma,1696.74,False
MED01329,Amlodipine,Amlodipine XR-ALK,Antihypertensive (CCB),Injection,100,High blood pressure,Alkem Labs,1389.05,True
MED01330,Losartan,Losartan DS-GLE,Antihypertensive (ARB),Eye Drops,N/A,High blood pressure,Glenmark,1472.13,True
MED01331,Atenolol,Atenolol-SUN,Antihypertensive (Beta-blocker),Eye Drops,N/A,High blood pressure and arrhythmia,Sun Pharma,1011.17,False
MED01332,Atorvastatin,Atorvastatin XR-CIP,Statin,Tablet,500,Cholesterol management,Cipla,617.32,True
MED01333,Omeprazole,Omeprazole-DR.,Proton Pump Inhibitor,Capsule,25,Acid reflux and ulcers,Dr. Reddy's,313.32,True
MED01334,Ranitidine,Ranitidine DS-LUP,H2 Blocker,Eye Drops,N/A,Acid reflux,Lupin,1394.0,True
MED01335,Cetirizine,Cetirizine-AUR,Antihistamine,Inhaler,N/A,Allergy relief,Aurobindo Pharma,373.38,False
MED01336,Loratadine,Loratadine-Plus-ZYD,Antihistamine,Inhaler,N/A,Allergy relief,Zydus Cadila,1024.17,False
MED01337,Salbutamol,Salbutamol-Forte-MAN,Bronchodilator,Powder,100,Asthma and COPD,Mankind Pharma,1458.08,True
MED01338,Levothyroxine,Levothyroxine-TOR,Thyroid Hormone,Eye Drops,N/A,Hypothyroidism,Torrent Pharma,1859.13,True
MED01339,Carbimazole,Carbimazole-ALK,Antithyroid,Capsule,10,Hyperthyroidism,Alkem Labs,1721.19,True
MED01340,Prednisolone,Prednisolone-GLE,Corticosteroid,Tablet,125,Inflammation and autoimmune conditions,Glenmark,1862.79,False
MED01341,Metronidazole,Metronidazole DS-SUN,Antibiotic/Antiprotozoal,Capsule,5,Anaerobic and parasitic infections,Sun Pharma,1466.67,True
MED01342,Doxycycline,Doxycycline DS-CIP,Antibiotic (Tetracycline),Eye Drops,N/A,Bacterial infections,Cipla,2074.63,True
MED01343,Fluconazole,Fluconazole DS-DR.,Antifungal,Capsule,10,Fungal infections,Dr. Reddy's,1896.03,True
MED01344,Acyclovir,Acyclovir DS-LUP,Antiviral,Syrup,650,Herpes virus infections,Lupin,1195.16,True
MED01345,Oseltamivir,Oseltamivir DS-AUR,Antiviral,Eye Drops,N/A,Influenza,Aurobindo Pharma,213.29,False
MED01346,Artemether-Lumefantrine,Artemether-Lumefantrine-Forte-ZYD,Antimalarial,Syrup,500,Malaria treatment,Zydus Cadila,840.19,True
MED01347,Chloroquine,Chloroquine XR-MAN,Antimalarial,Ointment,N/A,Malaria prevention and treatment,Mankind Pharma,1025.97,False
MED01348,Ondansetron,Ondansetron DS-TOR,Antiemetic,Capsule,10,Nausea and vomiting,Torrent Pharma,815.4,True
MED01349,Domperidone,Domperidone-Plus-ALK,Antiemetic/Prokinetic,Syrup,25,Nausea and GI motility,Alkem Labs,1698.9,True
MED01350,Loperamide,Loperamide-Plus-GLE,Antidiarrheal,Ointment,N/A,Diarrhea,Glenmark,1904.8,True
MED01351,Oral Rehydration Salts,Oral DS-SUN,Electrolyte Replacement,Tablet,1000,Dehydration,Sun Pharma,1183.02,True
MED01352,Diazepam,Diazepam-Plus-CIP,Benzodiazepine,Tablet,10,Anxiety and seizures,Cipla,434.66,True
MED01353,Sertraline,Sertraline-Plus-DR.,SSRI Antidepressant,Syrup,1000,Depression and anxiety,Dr. Reddy's,1102.23,True
MED01354,Fluoxetine,Fluoxetine-Forte-LUP,SSRI Antidepressant,Tablet,125,Depression,Lupin,2140.33,True
MED01355,Escitalopram,Escitalopram-Forte-AUR,SSRI Antidepressant,Inhaler,N/A,Anxiety and depression,Aurobindo Pharma,2499.08,True
MED01356,Risperidone,Risperidone XR-ZYD,Antipsychotic,Tablet,25,Schizophrenia and bipolar disorder,Zydus Cadila,872.17,False
MED01357,Sodium Valproate,Sodium DS-MAN,Anticonvulsant,Syrup,100,Epilepsy and bipolar disorder,Mankind Pharma,288.67,False
MED01358,Levetiracetam,Levetiracetam-Plus-TOR,Anticonvulsant,Injection,5,Epilepsy,Torrent Pharma,434.81,True
MED01359,Gabapentin,Gabapentin XR-ALK,Anticonvulsant/Analgesic,Syrup,650,Nerve pain and seizures,Alkem Labs,574.85,True
MED01360,Warfarin,Warfarin-GLE,Anticoagulant,Syrup,500,Blood clot prevention,Glenmark,1132.06,True
MED01361,Clopidogrel,Clopidogrel-Forte-SUN,Antiplatelet,Eye Drops,N/A,Stroke and heart attack prevention,Sun Pharma,24.43,True
MED01362,Furosemide,Furosemide-Plus-CIP,Diuretic,Cream,N/A,Fluid retention and heart failure,Cipla,605.75,False
MED01363,Hydrochlorothiazide,Hydrochlorothiazide XR-DR.,Diuretic,Inhaler,N/A,High blood pressure,Dr. Reddy's,1780.46,True
MED01364,Spironolactone,Spironolactone XR-LUP,Diuretic,Inhaler,N/A,Heart failure and fluid retention,Lupin,1372.32,True
MED01365,Diclofenac,Diclofenac DS-AUR,NSAID,Ointment,N/A,Pain and inflammation,Aurobindo Pharma,202.3,False
MED01366,Tramadol,Tramadol DS-ZYD,Opioid Analgesic,Ointment,N/A,Moderate to severe pain,Zydus Cadila,2114.52,True
MED01367,Morphine,Morphine-Forte-MAN,Opioid Analgesic,Powder,250,Severe pain,Mankind Pharma,755.97,False
MED01368,Methotrexate,Methotrexate-Plus-TOR,Antimetabolite/DMARD,Tablet,650,Rheumatoid arthritis and cancer,Torrent Pharma,1715.24,False
